topic_id,sample_type,position,question,cosine_similarity,question_sha256
3,central,5,Como assim ela está grávida?,0.9886914491653442,f869cd4de1db03dc976ca19784f0c6c8e5d3ce704080f5a42d97e7cbe8a0fc3d
4,boundary,1,Qual é o nome dado à condição em que uma criança nasce sem os membros?,0.8126182556152344,a8e2e6326db4ad0578c3b8d484974ddb9e89a720b8134c95a7acaadde86a5f77
4,boundary,2,Qual é o nome desse adoçante e onde posso comprá-lo?,0.8275222778320312,e5df4756d9bb6706abea0bd418091d82202ec6f6265ae2f83304b1e547d2c1d2
4,boundary,3,Um bebê pode engasgar ao ser alimentado com seringa?,0.8366174697875977,fb82b888ff50d2ac1ff01df2e30dcba3bc92174a931d9703d1505aa603eb4cb2
4,boundary,4,Qual apelido é mais מתאים para Valentina: Valen ou Vava?,0.8440725803375244,562bdf3ab558c180f19e9535aa6a7da730a10749cb74f48933f3ab5e16e7613f
4,boundary,5,Meu segundo bebê também pode estar com APLV?,0.8443530797958374,34d0d5a292005855cfb3973f5ddbb470ab7c121bcf06a25a8a954cd78fc6b274
4,central,1,Qual nome seria escolhido se o bebê for menina?,0.9857467412948608,23f8329e455f156dc0fe1dfb41ff6eb181ecc37d7f0efbdc895730789168b72b
4,central,2,Qual nome seria escolhido se o bebê for menino?,0.9856606721878052,7e8dde9e1f921f29111abc322fdd70e772d6030c80fdab8b9777e60ec501e7e0
4,central,3,Qual nome você sugere se o bebê for menino?,0.9856189489364624,a6ee4e47dd9c8bfc5804917e459598ba758570aecc28e654b491a86660989d54
4,central,4,Qual nome colocar se o bebê for menino?,0.982535719871521,c07d5a8d50133417da6fea10491e243b3fc0c3aac4b78142ad51138b49cc0633
4,central,5,Qual foi o nome escolhido para a bebê?,0.9819958209991455,8d82ce746ede835d27c2fe9ed5d9173b1f90231612dd3f8fce954b5aee788de2
5,boundary,1,Uma criança pode nascer com microcefalia?,0.8425534963607788,e13f6aef4d00547f94d4782ef75dbd19a9d6a08347a72b4d888aea973b6623fe
5,boundary,2,Por que você grava apenas a mulher gritando de dor em vez de gravar o nascimento da bebê?,0.8525594472885132,1b9e65312c1b0c00bd84754c6990015fef438934965d8e4ff39a4ac5f491f299
5,boundary,3,O bebê vai ser a Ayla?,0.8548365831375122,affc033746182d3a731e28388470c0f47172f347b2ed3b736144ca99b06306d0
5,boundary,4,"Um bebê pode nascer com deformidades, como sem braços, pernas ou nariz?",0.874009907245636,3deae1fd21bea006b46274d705a35cd3f15b60173f1af362c4e2fc339df4f592
5,boundary,5,O que significa um Apgar de 9 a 10 no nascimento do bebê?,0.8866679668426514,156d15916f60ea205c6571624b16eb0f97a2f4f00260f12742ad986609b4f67f
5,central,1,A bebê vai nascer no dia 31 de janeiro?,0.990123987197876,03444b1126e200c030968ff487901a53f89473e29791bdbdccfe36cfe8a02136
5,central,2,A bebê vai nascer no dia 29 ou 30 de janeiro?,0.9894885420799255,53da47907c0b10514ff0706533dc06a416686984893dd6762e11b07a0bf9f3e2
5,central,3,"O bebê vai nascer no dia do aniversário da pessoa, em fevereiro?",0.9893827438354492,e0903612d0d762373c194765a08bf0045ff082c4bd8d5e216c5c2ba4758fb5db
5,central,4,A bebê vai nascer em 28 ou 29 de janeiro?,0.9889542460441589,b09e94d8e9098a7a30310fd686514357cab23d0b775ee44c8eceac969a4143cf
5,central,5,Em que dia meu bebê vai nascer?,0.9885042905807495,b2eb90fba6af04507baf3ae00f913f30e5d134750e821b00525ea4e3da7175e2
6,boundary,1,Você está sentindo dores em qual região especificamente?,0.8237050175666809,977b58d59714e754c6fd4f396b0d15ff869928b0c88a9d9f69a31a968c16d87a
6,boundary,2,"Uma gestante de 36 semanas, autônoma, MEI e com contrato temporário que vai terminar no próximo mês pode requerer auxílio-maternidade além do salário-maternidade?",0.826042652130127,a2c7a68e9d7112f121f0c51ffd4b36bb109ae954d4f185a50e4a5ad210c03773
6,boundary,3,A dor e o inchaço na parte de baixo da barriga há 5 dias podem ser endometriose?,0.8417775630950928,8da8616843a38a9178944c3a54fd3e349f8293bfbacc17d304e407c323e17282
6,boundary,4,O que devo fazer para aliviar a dor lombar pós-parto que está irradiando para as pernas?,0.8909291625022888,d097ab7dbbd7bd1e69e4870676ffa918c119ebe4c79251c70c77643f1cfb6fa0
6,boundary,5,"É normal, com 7 meses de gravidez, ainda não ter saído colostro?",0.9174652099609375,978755784638b1b7bf537473adba3d0f40b3302e01aa2c0ec96ca7290bd7d923
6,central,1,Uma gestante com 35 semanas que já sente todos os sintomas de dilatação deve se preocupar?,0.9819642305374146,fc5cb868f4e3fe94d6e16ef57ee1dee5390e72593b3de4315f809ff1a17c43a5
6,central,2,"É normal ficar assim por uma semana, com 38 semanas e 3 dias de gravidez, 1 cm de dilatação, contrações constantes e fisgadas no canal vaginal?",0.9811978936195374,3a0c51f791e3657720f9c179a5c34384f23492eb44b853ff6d7595e71a12de65
6,central,3,"Uma gestante com 39 semanas e 6 dias, com saída de tampão mucoso e barriga ficando muito endurecida, já está tendo dilatação?",0.9799814820289612,f76df4ad2145594b5fa1f5a5d3a3494474a4e07e92e9f23e3df1b95527dcad8a
6,central,4,"Uma gestante de 29 semanas com dores nas costas, dor na parte de baixo, sensação de pressão e barriga dura o tempo todo pode estar dilatando antes da hora?",0.9790852665901184,89a107001bbbc3aa01a03a4e51f8a2e93a2cf85d622b67aed4b64ab5a13dcf32
6,central,5,"Com 38 semanas e 3 dias de gravidez, sentir muitas contrações de treinamento e a barriga parecer que vai cair e apertar indica dilatação ou início do trabalho de parto?",0.9788175225257874,a8c0f4087b2a4f58c6a6385099b0a9b18d7b3af0185c91d3d5bb9eefebf7f64f
7,boundary,1,Essa dor nas pernas pode ser sinal de trombose?,0.826770544052124,65a15115e4d3b8f115cfb879860670b8702b892601aa4a0d22377fb19ff0080a
7,boundary,2,Você teve dor de cabeça?,0.8558676838874817,f3cbcd6fdda3ada2aef6591c20d71b4979be885ed6c9d61c28e472392c46234d
7,boundary,3,Seios doloridos constantemente e dor de cabeça podem estar relacionados com essa saída de leite?,0.881077766418457,74c807e32d6e449055ff222abe4d84daef54bd1d01c223dcf886477646136c85
7,boundary,4,Tontura e queda de pressão 60 dias após o parto podem ser sinal de algo grave?,0.8835892677307129,b6e0a71862884144ad40ce046c67e2b945c2762efd92ff45319e1f5f09122147
7,boundary,5,"O que pode ser a dor pélvica e no baixo ventre, com inchaço e irradiação para a lombar?",0.896281898021698,f30de3b17b4eedd38b83766579623ba625c8e5a65871e9b737e7038302ab54c5
7,central,1,"Um atraso de 4 dias, com cólica, dor nas mamas, dor lombar, fome e um pouco de sono pode ser sinal de gravidez?",0.9878513813018799,40e0efadfffc6603f28e5b8c2941a1ad73c5458829938e19d3b54207ec0f8db9
7,central,2,"Seis dias de atraso menstrual, seios doloridos e cólicas que vão e voltam podem indicar gravidez?",0.9858287572860718,66b7ed24dc8d6113e8882aba43b8ac83f99e58f52c3f2aa233db5377bb421993
7,central,3,"Os enjôos, as cólicas leves, a dor de cabeça, a dor nas costas e o atraso menstrual podem indicar gravidez?",0.9848982095718384,809df6dfb2985d4b6ad7364b37d025a5c06140fa8f15aeae610571346398927c
7,central,4,Dor nos seios e cólicas com 12 dias de atraso menstrual podem ser sinais de gravidez?,0.9831821918487549,b002cb421f611dbccccb61b0049171728027a8f05e6d284853f9db9d415caf07
7,central,5,"Sintomas como cólica, dor nos seios, dor de cabeça, enjoo e dor nas costas antes do atraso menstrual podem indicar gravidez?",0.9830842614173889,44f1d7f98a683eff0c54e0e854bf3249c84b8a2a29f1994a9dd74e0095e723c1
8,boundary,1,"Segundo o protocolo, o SBG deve sempre ser tratado pelo risco de RPM, sem necessidade de atingir 100.000 UFC/ml?",0.7256409525871277,7fa4ec426d69e959996d745feaeb8822505dd9316039561e628b69188b690aae
8,boundary,2,É demais uma bebê de 6 dias tomar 60 ml por mamada?,0.7933832406997681,eed2dc5ada6e8cb9f14ffbe4dafb38848d6f44c8865232e624cf1c601c1c1c44
8,boundary,3,Daqui a quantos dias devo fazer o beta quantitativo?,0.8732517957687378,28d66f44b12f1d74648eea3a0322e5a080cc6ce5ac43013eee5fdb7aafd14809
8,boundary,4,O que devo fazer diante desses sintomas com 37 semanas de gravidez?,0.9021060466766357,8daf5e24d186a2d90d20522061caf6c3ffe09dde21929511f135ed039f86297b
8,boundary,5,A ausência de cólicas nesse caso é um sinal bom ou ruim?,0.908809244632721,9df6783f826080d5f8f8d386d1cd9b4a8fc6cada7b5bb3ab0bb07198353c6328
8,central,1,"Um resultado de beta-hCG de 0,26 indica gravidez?",0.9859442114830017,0fbf335f6a0acd7e5844b57b99d2f0cc70f3d433771947129af90b55ce7d5fc8
8,central,2,"Um resultado de beta-hCG inferior a 2,39 indica gravidez ou não?",0.985916018486023,e4dcb251c1694a5f59a43e7a48e5a152edd0e7472663ef09f070ee9391cbcd1d
8,central,3,Um resultado de beta-hCG de 29 indica gravidez?,0.9829641580581665,a930cff840c9a53d47d6ea3719a5b5c24bf6440dd5f63eea135b31007cc7b569
8,central,4,"Um resultado de beta hCG de 207,6 indica que estou grávida?",0.9827345609664917,e163f70f31f29b90f6d84ae757c926528cf56145b6d91e0c4966ef8e465654d2
8,central,5,Qual é o valor de referência do beta hCG nessa fase da gravidez?,0.981593132019043,5581f5a206b654c3c44a74ab638ce39d64d8a216117f0bb0ef82a4c82011d43b
9,boundary,1,"O sangue venoso é o mesmo que sai durante o período menstrual, por ser contínuo e pela tonalidade?",0.8949156999588013,ca7eb976fb1ba97e21762f0409e49efa181b375b291cde08233cf2ed4e673de1
9,boundary,2,"O sangramento menstrual se encaixa em qual tipo de sangramento: arterial, venoso ou capilar?",0.9013472199440002,b1f3345cbd3ca3c2b76347a44814597a5eb35ff0f941d0453b8ccb7e511a749d
9,boundary,3,O chá de uxi amarelo e unha de gato pode fazer a menstruação descer após mais de 3 meses de atraso menstrual?,0.9016013145446777,4bac0f7de50e6f362a9067848d60c44000f6adc8d400ef13eb776f6a0376ebb3
9,boundary,4,"Depois de uma cesárea, é normal a menstruação voltar apenas uma vez com seis meses e meio e depois ficar quase três meses sem descer?",0.9131364822387695,b156ba897fb329ab9f1bb17ad645df5831d2ca2fe69e6aa2d7f79085283fb2dd
9,boundary,5,"É normal a menstruação não ter descido 10 meses após uma cesárea, enquanto o bebê mama bastante?",0.9139314889907837,b6797c9ac46aa065a5aefd61d0e1ee4a502f7f8f1ca2978b33f512a4a096ea60
9,central,1,"É normal a menstruação durar apenas um dia, como aconteceu no mês passado e neste mês?",0.9848930835723877,24dd97f0f7e2e6689d2d89bf986b5fd252d08cb627ea3f8300e5389cdbca2e38
9,central,2,A menstruação já veio ou continua atrasada há quase dois meses?,0.9829689860343933,d0d0c753e3ed1470c22734672be64ce1c544c5879adac61649809b37d654152e
9,central,3,"O que pode ser quando a menstruação vem antes do previsto e dura só um dia, como aconteceu comigo?",0.9817624092102051,173665772a642ddfa7b4b768cd9395263504d1c87aa6e19aa89910a3de42ec6d
9,central,4,É normal ficar três meses sem menstruar?,0.9814696311950684,0c37f40e6695e0099c2261199a77be853ed0b30246560c6c7aa224d2deb48128
9,central,5,O que pode causar menstruação atrasada por 1 mês?,0.9801207780838013,c1d57e60d5fd8a223a9891e1638abbe5b51c30560b8ef87778200dc6d6c4f1e4
10,boundary,1,"O órgão masculino serve para receber os óvulos produzidos pela fêmea, em vez de depositá-los?",0.7829611301422119,53af855ac57954f9764105487e18a6ce20bf429d70b6b0acdf7b0a265aaa0016
10,boundary,2,O uso de chupeta na infância está associado a distúrbios alimentares ou ao vício em drogas?,0.8465530872344971,c123c0554cc827f8442e26ba22e3c323da856f1121745bbdaab00eaf3e9a7c2d
10,boundary,3,"Ao preparar a fórmula, não deveria ter colocado metade da água e depois completado com o restante para não aumentar o volume?",0.8548405170440674,af24629d32eeb11b676a122f57201f29e25124d69be8a078cb202f40808363a2
10,boundary,4,"Existem estudos consistentes, com amostra representativa e metodologia robusta, que sustentem essa afirmação sobre chupeta na infância?",0.870110034942627,c7bac2d87652cca083880c806d146c85f134473fb00e84ca0f8b0bb8437b4cbe
10,boundary,5,"Por que alimentá-lo dessa forma, deixando-o sugar tanto?",0.8737725019454956,e0de38cc8acc46c3ba50764d7d6b9bf65ff5ab57f9d4b92451613e1a386483e7
10,central,1,Por que não dar na chiquinha ou em uma mamadeira menor para o bebê?,0.9849629402160645,4e8b9cecf7a3a7e91fd17fb07eca5bbae6da5b24271b939be0c5aa9f70f50cfc
10,central,2,Por que não dão logo uma mamadeira ao bebê?,0.9840145707130432,d27fdb9afc677838403fa7eb50e7a7a11d111d48219ddbc7e413d09bfcbe46ce
10,central,3,Por que não foi usada uma mamadeira para que o bebê sugasse à vontade?,0.983820915222168,c5435b81f40a7233ce576f6ebfe9693756fa5b331abe08c09180f785402d03e7
10,central,4,Por que não usam uma mamadeira para alimentar o bebê?,0.9828604459762573,04fb7af864c52757429a8b2df42414e6e6776913bc9e9b1bffd145fd91395e7a
10,central,5,Por que usar seringa para alimentar o bebê em vez de mamadeira?,0.9814742803573608,853574172ac5e3b5255554433e8976fd1631bb08854707625eaf87a19f284529
11,boundary,1,Como funciona a explicação de que o cromossomo X ou Y do pai vem da mãe dele?,0.7557821273803711,9efeeb96da7f15d953fd67abbf0e320ae1219389b862705a234770f9e33dec63
11,boundary,2,É აუცილary?,0.7722185850143433,8bfcb7b7d984f559829840d5ce6772e819573ae56f342ec86e75c220df34a303
11,boundary,3,O que significa DCT aumentada?,0.8210300207138062,31417ee195cc6baaaa5215b2e6ce8773e096972eb776ae3ac715990780160e4f
11,boundary,4,Como posso obter Lugol?,0.8222949504852295,4170ab30a1dab140fddbe8beb1a239b73e350a12f88c77ecc74df0ab5877d4c4
11,boundary,5,"Nesse caso, existe risco de ruptura uterina durante o parto normal?",0.8228714466094971,cd389e42e5cfb546038d004eaa14d53882eb602895e6a21f4c87b854d3f824d8
11,central,1,O que devo fazer nessa situação?,0.9691699743270874,5f9faf5d9df89b99c5c464d2646269165c45fcd92a555b42fcc9a42c407359aa
11,central,2,Como você fez isso?,0.9691253900527954,6bb0e86fcd2956fd33cfa9e3d0176e0a972db53bdf8f71cb730ca918bbeffda1
11,central,3,Como foi essa situação?,0.9667598605155945,40270ba04a2e040e9be452cfec81b7ed88b9ca47fcbe7cf9276b28e366dcb779
11,central,4,O que fazer nessa situação?,0.9667505621910095,ac1ae74d063096e8f41d3b703c2eafcae6d7157e5b03353cd800ef764c2032b5
11,central,5,"Você já foi assim, sabia?",0.9648058414459229,2f97a66561cec46e1c2283e6f5666e6d3196e6678d4d843c466a864f6389adb5
12,boundary,1,Em quanto tempo é possível ver os resultados desses exercícios?,0.8100799322128296,12b11b2e6440a3dd451167f6f64a09fc024a4cb7db5d83fbaf5299e6771fe4f9
12,boundary,2,"É possível que eu tenha uma infecção, já que meu exame preventivo mostrou uma lesão grande há algum tempo?",0.8385807275772095,0e51b016236a537df2ef752cfd326025788864378938d43c9c98a4a08bad5204
12,boundary,3,Você fez ultrassom?,0.8682479858398438,eaefc32f2fa8a443f794d8f2d4c2bc457129c1d235a8200bbd375cad840c29c0
12,boundary,4,Você já fez o ultrassom em outro lugar?,0.870900571346283,c4660a0393d216363dce9aaefe6d8be13aeddbbe0c513e8797c84774f087a0c3
12,boundary,5,O ultrassom transvaginal pode mostrar se há cisto ou ovário policístico?,0.8718229532241821,c4205e80dbd2c4519597459457117814f6ff3473e556ad75384707d629b8fa4d
12,central,1,Já foi feito ultrassom nessa fase da gravidez?,0.9830197691917419,b829d9d3b9d79f7c1a7a994ef7f0634fa85de870b0bd6699da258dfe00c27cf5
12,central,2,Haverá outro ultrassom mais à frente na gravidez?,0.9818689227104187,7266c7072cc9ebcf8ccb29e605338745827b2f34a5b3991ba4197320200d5273
12,central,3,Com quantas semanas de gravidez já posso fazer um ultrassom?,0.9782174825668335,870090c231f7e12a38ef4550c59c39217c8374443f612a22c599cb6b2251ea06
12,central,4,"Com 3 semanas e 6 dias de gestação, ainda é muito cedo para fazer uma ultrassonografia?",0.9768791794776917,372caf54863b9433c4168fba487a4cf611b2a68518e165feb2f628f8bffa3a94
12,central,5,"Nesta gravidez, o médico consegue saber pelas ultrassonografias se já saiu tudo?",0.9765067100524902,d1480a40fbba02a171d7f60b9bb0afd4d6a84ac2531161b760bb527ee735a5ca
13,boundary,1,O inchaço nos pés aconteceu desse jeito mesmo?,0.8115075826644897,8140da5507e703b3c2dae60d30b4abd9e41ac4486a971c0747e971805ffe6370
13,boundary,2,Há risco de o seroma encapsular ou de ser necessário fazer punção?,0.8418601751327515,3b839e1945e9b2abafb9ea9daccd005bed712094551ad716a1ed85fc284babee
13,boundary,3,Como fazer a massagem para aliviar a disquesia do bebê?,0.8460016250610352,60433769239331fc5fdd3fabde9a3c895d7a04b62cc8e3b431f8b14a99c85707
13,boundary,4,"Esse pedaço de linha branca na cicatriz pode ser um ponto saindo, uma parte da sutura que ainda não caiu ou um pelo nascendo e inflamando a cicatriz?",0.8596233129501343,8aed9839647f06ca7fa20cd995dfc5c9dbf52c17b97ea9c8035a9b84df658376
13,boundary,5,É normal a secreção do seroma ficar amarelada e com aspecto de gordura?,0.8657413721084595,67f83f1c7e99f6f3bed6d9b9a5ee5287e73e412293fb323752c0bbcdde4a3417
13,central,1,"É normal, 20 dias após a cesárea, a região ficar muito endurecida, dolorida e inchada, mesmo com quase nada de drenagem?",0.9816167950630188,09b066b11b9a56a813511b27abb8c566176de4220a143151890deb3bade44e76
13,central,2,"É normal ainda não ter tirado os pontos da cesárea após 18 dias, porque a região estava inflamada?",0.9798764586448669,c9985c472e64af7f828d099124a2877fe2ae275534ece049eda1f97e0fa16e10
13,central,3,"É normal, após retirar os pontos da cesárea, continuar vazando líquido por 6 dias, sem dor, cheiro ou febre?",0.9793076515197754,2f418fabe417c48c46b0bcf0ab97a70c4d396ce6c02390d1ac10e3b879c997c8
13,central,4,É normal sentir dor e dificuldade para andar 14 dias após uma cesárea?,0.9772645235061646,0aab79a1dd2157eda9721e22df76e191a2a2c4de48c9016f96844fcbb4224d7a
13,central,5,"É normal, 20 dias após a cesárea, ainda estar saindo secreção e os pontos ainda não terem sido retirados por causa disso?",0.9770442247390747,ba4be5bf416d196907377dbb4a882b7ee01fe5f764e2ed889a4b78877964ccc1
14,boundary,1,A cólica do bebê pode ter sido causada pela mistura de Neocate com Pregomin na mamadeira?,0.7810433506965637,452a1e52a37a59359158e4df97f2b798f958405e671c33216830b0e29bb59106
14,boundary,2,O espermatozoide dura cerca de três dias?,0.8531702756881714,69073f42fae72df75e51d2ead2229f69c11036738d9a6e74638563da77bb590c
14,boundary,3,"Uma mulher de 54 anos, com miomas e coágulos de sangue na menstruação, pode engravidar?",0.892363429069519,28a5d54efffb4563a1162c69992f41259a88a693684b18304e7e5ba2f4bc778d
14,boundary,4,"O que pode ser um sangramento em cor de ""borra de café"" que aconteceu 16 dias antes da menstruação em uma mulher tentante há 1 ano?",0.9050930142402649,9c2a53dee82e30246d6f899fc5cd2ae0d9a42ecec83b6792a2acc5c3bf4f2cd0
14,boundary,5,"Depois de o tampão sair pela manhã, é normal sentir apenas uma leve cólica, sem sangramento e sem rompimento da bolsa?",0.9114477634429932,d9f22125f1952cbef6b8c455ebeafcd247be7b3c472757d06a44e94553d47e5a
14,central,1,Um sangramento de dois dias pode ter sido sangramento de nidação em vez de menstruação?,0.9850513935089111,9fd4871a4468d5e4ef126f636148091519e952d7392aec6cff71b52ee48ef4f0
14,central,2,Um sangramento leve que durou três dias pode ser nidação?,0.9845826029777527,b43dba951efd62d7a6bebaa1d433ea442f4fbdca311fccfbac53c765eb22e3c3
14,central,3,A nidação pode coincidir com o dia da menstruação?,0.9837608337402344,aa50a1da33511eb3b67685e59053dac0a4ebee4893cffe826a45fcd9b0f1bce4
14,central,4,A nidação pode acontecer muitos dias depois da data em que a menstruação deveria vir?,0.9834555983543396,c974115d2086e495b36a80c08e226d062d2603c53bc9af90e36c7169153183e7
14,central,5,Um pequeno sangramento na calcinha pode ser nidação?,0.9815559387207031,376ea0ad8ec63df3b2f8487775503825c32ab47882a664f10508aa071ccdf224
15,boundary,1,Uma gestante que depende da moto como único meio de transporte e mora longe do trabalho pode andar de moto?,0.8483635187149048,e2cd2596dc996f3164095ae599b723d66d4b508886b72ff217a662343763dd2f
15,boundary,2,Gêmeos que nascem com diferença de 7 horas são univitelinos?,0.8686950206756592,0433d673a87193dfd00d6f08bda5a3161b11fb92af0f70760eafb961ca4b088d
15,boundary,3,Arthur e Sophia são gêmeos?,0.8703617453575134,c32e2fb5d7e6efe64d6207e4a2acc84d7bf2555a0a486381eeb88362e2b28f32
15,boundary,4,Arthur e Sofia são gêmeos?,0.871683657169342,88cf3673b3debcdd2b171aec13c0ab98a543bf0ab6839ff386e6b650e84c525b
