topic_id,topic_size,top_words,example_order,selected_question
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",23,É possível solicitar o salário-maternidade sendo empregada ou não?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",24,"Mesmo com o bebê já nascido e tendo contribuído apenas antes da gravidez, ainda tenho direito ao auxílio-maternidade?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",25,É verdade que preciso pagar o carnê do INSS por 10 meses para ter direito ao auxílio-maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",26,Há algum problema em ter pago novamente a guia depois de o primeiro pagamento ter sido recusado e reembolsado?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",27,"Na guia para o auxílio-maternidade, a data deve ser colocada em janeiro de 2025 ou em agosto de 2025?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",28,"Por que o meu auxílio-maternidade está aparecendo como ""calcular""?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",29,"Se a carta de concessão informa que o pagamento é no terceiro dia útil do mês, em que dia o benefício será recebido?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",30,O que significa a sigla GPS no contexto do pedido de salário-maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",31,"O código de recolhimento 1929, referente a facultativo baixa renda, é o código correto nesse caso?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",32,Com qual código a guia foi paga para receber o auxílio-maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",33,O que fazer quando o pedido de auxílio-maternidade foi feito há mais de cinco meses e a pessoa que o realizou sumiu?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",34,"Por que, na carta de concessão do salário-maternidade, só aparecem duas parcelas e onde estão as outras parcelas?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",35,Uma gestante pode gerar e pagar a guia hoje ou é melhor esperar virar o mês para fazer o pagamento da guia única antes do nascimento do bebê no fim de agosto?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",36,Como fazer para receber mais quatro parcelas do auxílio-maternidade tendo também um trabalho autônomo?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",37,Quais documentos devem ser anexados para solicitar o salário-maternidade de uma menor de idade que fará essa contribuição?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",38,Uma gestante que só teve essa informação depois de seis meses de gravidez recebe os valores atrasados?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",39,O pedido de auxílio-maternidade pode ser feito pelo telefone 135?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",40,"A opção ""facultativo"" na guia pode ter sido o motivo de o pedido de auxílio-maternidade ter sido indeferido?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",41,"Se eu pagar a guia de R$ 400, receberei salário-maternidade de R$ 2.000?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",42,O auxílio-maternidade pode ser depositado em qualquer conta bancária ou somente na Caixa?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",43,"Se a gestante aparece no CNIS como filiada à Shopee em “agrupamento de contratantes/cooperativas” e com qualidade de segurada, isso dispensa o pagamento da guia GPS para o segundo salário-maternidade?"
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",44,Onde encontrar o guia no aplicativo do INSS para solicitar o salário-maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",45,A esposa estava desempregada ou fazia contribuições ao INSS?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",46,Por onde vou receber o valor do auxílio-maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",47,Quanto tempo demora para expedir o RPV do salário-maternidade depois que a causa é ganha?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",48,Ela pode cancelar a advogada e tentar solicitar o auxílio-maternidade pelo aplicativo sozinha?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",49,Basta a esposa fazer um único pedido para ter direito aos dois auxílios maternidade?
0,1267,"['maternidade', 'salário', 'auxílio', 'direito', 'inss', 'contribuição', 'solicitar', 'receber', 'ao', 'pagar']",50,"Na solicitação do auxílio-maternidade, qual opção devo marcar na pergunta sobre afastamento do trabalho após o parto?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",1,Tive relação no 9º dia de uso do anticoncepcional; posso engravidar?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",2,É possível que eu esteja grávida após iniciar o anticoncepcional há 4 dias e ter tido relações?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",3,"Tomar a pílula anticoncepcional no mesmo dia, mas com atraso de horário, oferece risco de gravidez?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",4,"Depois de parar a injeção anticoncepcional trimestral e ficar três meses sem menstruar, isso pode ser gravidez?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",5,"Se eu não tomar outra pílula, há risco de engravidar mesmo estando há 7 dias tomando anticoncepcional?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",6,"Se eu esqueci de tomar o anticoncepcional ontem, devo tomar a pílula agora?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",7,Esquecer de tomar dois comprimidos anticoncepcionais seguidos aumenta o risco de gravidez?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",8,Esquecer de tomar uma pílula anticoncepcional e depois fazer uma pausa de 3 dias antes de iniciar uma nova cartela pode ter me deixado desprotegida?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",9,"Se eu optar por não emendar a cartela do anticoncepcional, corro risco de engravidar?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",10,"Mesmo tomando anticoncepcional corretamente todos os dias e tendo tomado a pílula do dia seguinte após a relação, há chance de engravidar?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",11,Esquecer de tomar a pílula anticoncepcional na última semana da cartela oferece risco de gravidez?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",12,"Há muito risco de gravidez por ter esquecido de tomar o anticoncepcional na quarta-feira, tomado apenas na quinta-feira ao meio-dia e tido relação no sábado?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",13,"Se eu não segui as setas da cartela do anticoncepcional, tive relação e emendei uma cartela, posso engravidar?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",14,"Tomar a pílula do dia seguinte novamente, cerca de um mês após a última vez, é adequado?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",15,Há risco de gravidez se a pílula anticoncepcional for tomada com 14 horas de atraso na segunda semana da cartela e houver relação sexual no mesmo dia?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",16,"Ficar 9 dias sem tomar a pílula anticoncepcional, após uma pausa de 7 dias, aumenta o risco de gravidez?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",17,Tive relação na segunda-feira de manhã depois de esquecer a pílula de domingo e tomar dois comprimidos na segunda-feira; há risco de gravidez?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",18,"Esquecer de tomar a pílula anticoncepcional por um dia, sem ter tido relação no dia em que esqueceu, pode causar algum problema?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",19,Há risco de engravidar mesmo tomando anticoncepcional e tendo relações sem proteção?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",20,"Se houve relação sexual nesse período em que a pílula anticoncepcional foi esquecida, existe risco de gravidez?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",21,"Se houve relação sexual 1 ou 2 dias antes do esquecimento da pílula anticoncepcional, existe risco de engravidar?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",22,"Devo começar a tomar o anticoncepcional agora ou esperar a menstruação descer, considerando que parei de usar a injeção anticoncepcional de 3 meses há 6 meses?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",23,"É possível engravidar tão rápido depois de parar de tomar a pílula, mesmo tendo menstruado certinho por dois meses e estando com cinco dias de atraso?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",24,"Após esquecer a pílula anticoncepcional pela primeira vez e ter relação sem ejaculação dentro, há risco de gravidez?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",25,Devo tomar a pílula do dia seguinte depois de esquecer a pílula anticoncepcional na primeira semana e ter tido relação desprotegida antes de retomar as pílulas?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",26,Uma mulher de 39 anos com enxaqueca pode usar o anel vaginal?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",27,O anticoncepcional tipo Depo pode causar sangramento depois do sexo?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",28,Você teve ou tem dor de cabeça ao usar o anticoncepcional Ciclo 21?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",29,"Após tomar a PDS, o sangramento muito leve, aguado e sem coágulos que durou 2 dias, cinco dias antes da menstruação, foi nidação ou efeito dos hormônios da pílula?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",30,Qual anticoncepcional é indicado para uma mulher de 45 anos que usa preservativo e quer se sentir mais segura?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",31,É normal a menstruação parar depois de tomar a pílula do dia seguinte?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",32,Esse corrimento pode ter sido apenas sangue oxidado por ter interrompido a menstruação com o anticoncepcional Ciclo 21?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",33,"Depois de colocar o anel vaginal no primeiro dia do ciclo, após quantos dias posso ter relação sexual?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",34,"O anticoncepcional Noregyna é igual ao Mesigyna, mudando apenas o fabricante?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",35,"Após um aborto espontâneo há 4 semanas, posso começar a tomar o anticoncepcional Ciclo 21?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",36,Existe algo que resolva a retenção de líquido causada pelo anticoncepcional?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",37,"Sertralina, clonazepam e Pasalix podem interferir na eficácia do anticoncepcional Yaz?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",38,"Se a pessoa ficou alguns dias sem tomar o remédio corretamente e o ciclo menstrual começou ontem, há risco de ovular neste mês?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",39,"Deve continuar tomando o anticoncepcional ou parar e esperar a menstruação após ter tomado amoxicilina, tido relação com ejaculação interna e usado a pílula do dia seguinte?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",40,Esse anticoncepcional pode prejudicar a saúde?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",41,"Tomar quatro anticoncepcionais, sendo dois brancos e dois vermelhos, quando a menstruação atrasou pode causar danos ao bebê?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",42,Há algum problema em emendar o anticoncepcional Ciclo 21?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",43,"O anticoncepcional Tâmisa 30, usado de forma contínua há cinco meses, pode não estar fazendo efeito?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",44,"O atraso menstrual de 22 dias, com náusea e inchaço na barriga, pode ser causado pelo uso anterior de Dienogeste?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",45,"Com o bebê em processo de desmame, é possível continuar usando o Mamades ou é melhor trocar para outro anticoncepcional?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",46,"Mesmo tomando anticoncepcional e tendo relação sexual, a menstruação pode vir amanhã ou pode não vir?"
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",47,Quem tem ovário policístico ou endometriose pode ter maiores complicações ao usar anticoncepcional?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",48,A queda de cabelo pode acontecer após parar de tomar anticoncepcional?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",49,Você parou de tomar o anticoncepcional?
1,360,"['anticoncepcional', 'pílula', 'seguinte', 'tomar', 'cartela', 'injeção', 'esquecer', 'relação', 'dia', 'risco']",50,Existe relação entre o uso de anticoncepcionais e o nascimento de crianças com problemas psiquiátricos ou outros problemas?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",1,A progesterona precisa ser usada por via oral?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",2,A progesterona deve ser tomada de forma contínua?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",3,É aconselhável tomar um comprimido de progesterona de 100 mg por noite?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",4,Por quanto tempo a progesterona pode ser usada?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",5,O médico indicou para você tomar progesterona depois do ciclo menstrual?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",6,A progesterona transdérmica é recomendável?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",7,A progesterona precisa ser tomada todos os dias ou apenas por 14 dias a cada mês?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",8,"Em caso contrário, a progesterona pode ser usada sozinha?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",9,Você usa progesterona em comprimidos?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",10,É importante interromper o uso de progesterona a cada três meses?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",11,A progesterona deve ser usada por 10 dias no mês ou todos os dias?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",12,"Depois de usar progesterona nesse período, a menstruação acontece?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",13,A progesterona deve ser usada por via oral ou vaginal?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",14,A progesterona via vaginal deve ser usada todos os dias?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",15,"A progesterona pode ser tomada continuamente, sem interrupção?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",16,A progesterona deve ser usada por via oral ou transdérmica?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",17,O uso de progesterona corre o risco de causar menstruação?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",18,Qual progesterona você toma?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",19,O que acha de tomar progesterona de 200 mg por via oral à noite?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",20,A progesterona por via vaginal deve ser usada todos os dias?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",21,"É possível usar progesterona continuamente, sem interromper o uso?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",22,Deve interromper o uso da progesterona vaginal?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",23,"Qual progesterona a pessoa do comentário está usando, para eu pedir à minha médica?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",24,"Na reposição de progesterona, é melhor usar a via oral ou vaginal?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",25,"Se a progesterona for tomada de forma contínua, isso pode causar algum problema?"
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",26,Qual é a indicação de uso de Utrogestan para quem tem esteatose hepática?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",27,O uso de Utrogestan 100 mg e gel de estrogênio pode causar aumento da queda de cabelo?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",28,O que posso fazer se o Utrogestan me deixar inchada?
2,361,"['progesterona', 'via', 'oral', 'vaginal', 'uso', 'utrogestan', 'estradiol', 'mg', 'reposição', 'usar']",29,"Pode haver hipoplasia mamária mesmo com a reposição de GH, se a causa estiver relacionada a outro hormônio?"
